bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064
10000284,dfa5b3d5,Stadtwerke Rastatt GmbH,Stadtwerke Rastatt GmbH,238.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,238.0,0.0378,,,,,,,,,,,,,,,,,,,,,29.0,,195.0,15.0,1.0,4.0,13.0,,18.0,239.0,0.0753,,,,,,,,,,,,,,,,,,,,,,,
10000286,eb847f0d,Stadtwerke Verden GmbH,Stadtwerke Verden GmbH,285.0,0.0,0.0,170.0,90.0,15.0,10.0,285.0,285.0,1.0,,,,,,,,,,,,,,,,,,,,,60.0,5.0,300.0,40.0,80.0,160.0,24.0,6.0,270.0,405.0,0.6667,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.6667,,,,,,,,,,,
10000288,24f4129b,Stadtwerke Neustadt a.d. Donau,Stadtwerke Neustadt a. d. Donau,15.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,15.0,0.4,,,,,,,,,,,,,,,,,,,,,1.0,15.0,5.0,5.0,5.0,1.0,0.0,0.0,6.0,26.0,0.2308,,,,,,,,,,,,,,,,,,,,,,,
10000289,37c98756,Stadtwerke Scheinfeld,Stadtwerke Scheinfeld,74.0,,,20.0,40.0,14.0,,74.0,74.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,52.0,4.0,5.0,4.0,2.0,,11.0,64.0,0.1719,,,,,,,,,,,,,,,,,,,,,,,
10000290,8e84e85f,Stadtwerke St. Ingbert GmbH,Stadtwerke St. Ingbert GmbH,220.0,0.0,0.0,40.0,176.0,3.0,1.0,220.0,220.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,1.0,,,,,,,,,,,83.0,9.0,73.0,84.0,38.0,198.0,8.0,0.0,244.0,249.0,0.9799,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
10000293,38b7e0a9,Stadtwerke Nortorf AöR,Stadtwerke Nortorf AöR,12.0,0.0,0.0,9.0,0.0,3.0,0.0,12.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,10.0,2.0,12.0,0.0,0.0,1.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000295,38c548e0,Stadtwerke Nürtingen GmbH,Stadtwerke Nürtingen GmbH,1958.0,1.0,8.0,100.0,1000.0,858.0,0.0,1958.0,1967.0,0.9954,26.0,0.0,2.0,0.0,6.0,19.0,1.0,26.0,28.0,0.9286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000298,a69846f8,Stadtwerke Dinkelsbühl,Stadtwerke Dinkelsbühl,231.0,0.0,0.0,29.0,168.0,34.0,0.0,231.0,231.0,1.0,,,,,,,,,,,,,,,,,,,,,21.0,0.0,137.0,5.0,0.0,163.0,0.0,0.0,163.0,163.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000299,32092119,Stadtwerke Rendsburg GmbH,Stadtwerke Rendsburg GmbH,223.0,0.0,0.0,0.0,119.0,100.0,0.0,219.0,223.0,0.9821,,,,,,,,,,,,,,,,,,,,,48.0,65.0,172.0,21.0,50.0,250.0,,,300.0,306.0,0.9804,,4.0,2.0,,,1.0,,,,1.0,6.0,0.1667,,,,,,,,,,,
10000301,92ba3c63,Stadtwerke Annweiler am Trifels,Stadtwerke Annweiler am Trifels,186.0,0.0,0.0,186.0,0.0,0.0,0.0,186.0,186.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000302,e4fadc61,Stadtwerke GmbH Bad Kreuznach,Stadtwerke GmbH Bad Kreuznach,275.0,0.0,0.0,87.0,176.0,12.0,0.0,275.0,275.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,1.0,,,,,,,,,,,63.0,0.0,241.0,155.0,225.0,224.0,0.0,0.0,449.0,459.0,0.9782,,,,,,,,,,,,,,,,,,,,,,,
10000307,9e753701,Gemeindliche Werke Hengersberg,Gemeindliche Werke Hengersberg,132.0,0.0,0.0,125.0,5.0,2.0,0.0,132.0,132.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,7.0,1.0,,,,,,,,,,,17.0,0.0,0.0,2.0,17.0,2.0,0.0,0.0,19.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000308,c748547c,Stadtwerke Rinteln GmbH,Stadtwerke Rinteln GmbH,331.0,0.0,0.0,175.0,133.0,23.0,0.0,331.0,331.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.5,,,,,,,,,,,28.0,27.0,239.0,20.0,182.0,125.0,7.0,0.0,314.0,314.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000310,836e1e59,Stadtwerke Ratingen GmbH,Stadtwerke Ratingen GmbH,503.0,0.0,0.0,100.0,403.0,0.0,0.0,503.0,503.0,1.0,,,,,,,,,,,,,,,,,,,,,136.0,0.0,300.0,111.0,350.0,197.0,0.0,0.0,547.0,547.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000312,5b5474c1,Stadtwerke Böhmetal GmbH,Stadtwerke Böhmetal GmbH,1077.0,0.0,33.0,784.0,326.0,0.0,0.0,1110.0,1110.0,1.0,12.0,0.0,8.0,0.0,10.0,10.0,0.0,20.0,20.0,1.0,,,,,,,,,,,321.0,0.0,523.0,187.0,102.0,829.0,100.0,0.0,1031.0,1031.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,8.0,8.0,1.0,,,,,,,,,,,
10000314,c2e88979,Zwickauer Energieversorgung GmbH,Zwickauer Energieversorgung GmbH,591.0,0.0,0.0,0.0,591.0,0.0,0.0,591.0,591.0,1.0,,,,,,,,,,,,,,,,,,,,,62.0,82.0,0.0,,0.0,144.0,0.0,0.0,144.0,144.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,
10000316,08cdce3b,Bad Honnef AG,Bad Honnef AG,359.0,0.0,0.0,0.0,0.0,359.0,0.0,359.0,359.0,1.0,,,,,,,,,,,,,,,,,,,,,43.0,0.0,165.0,33.0,0.0,241.0,0.0,0.0,241.0,241.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000319,cf8ee818,Stadtwerke Lemgo GmbH,Stadtwerke Lemgo GmbH,404.0,0.0,1.0,180.0,110.0,10.0,0.0,300.0,405.0,0.7407,,,,,,,,,,,,,,,,,,,,,78.0,26.0,133.0,76.0,0.0,50.0,,,50.0,313.0,0.1597,,6.0,5.0,0.0,0.0,,,5.0,,5.0,11.0,0.4545,,,,,,,,,,,
10000321,6ef609af,Stadtwerke Meerane GmbH,Stadtwerke Meerane GmbH,148.0,0.0,0.0,4.0,60.0,40.0,30.0,134.0,148.0,0.9054,,,,,,,,,,,,,,,,,,,,,14.0,3.0,53.0,7.0,15.0,40.0,7.0,1.0,63.0,77.0,0.8182,,,,,,,,,,,,,,,,,,,,,,,
10000324,36240a67,Elektrizitätsgenossenschaft Karlstein eG,Elektrizitätsgenossenschaft Karlstein eG,45.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,0.0,42.0,0.0,45.0,0.0,0.0,0.0,45.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000326,667ba0e2,Stadtwerke Lünen GmbH,Stadtwerke Lünen GmbH,428.0,0.0,1.0,428.0,0.0,0.0,0.0,428.0,429.0,0.9977,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,46.0,,252.0,,298.0,0.0,0.0,0.0,298.0,298.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10000328,f8da5fbf,Stadtwerke Hagenow GmbH,Stadtwerke Hagenow GmbH,54.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,54.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000330,7dd49c69,Stadtwerke Buchen GmbH & Co KG,Stadtwerke Buchen GmbH & Co KG,144.0,0.0,0.0,4.0,102.0,18.0,2.0,126.0,144.0,0.875,8.0,0.0,0.0,0.0,5.0,1.0,1.0,7.0,8.0,0.875,,,,,,,,,,,12.0,8.0,99.0,69.0,0.0,94.0,0.0,0.0,94.0,188.0,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
10000332,fcde1fab,Stadtwerke Olbernhau GmbH,Stadtwerke Olbernhau GmbH,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,21.0,4.0,30.0,0.0,0.0,0.0,30.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000341,4dfb3be4,Stadtwerke Passau GmbH,Stadtwerke Passau GmbH,514.0,0.0,11.0,55.0,178.0,20.0,0.0,253.0,525.0,0.4819,10.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,11.0,0.1818,,,,,,,,,,,86.0,6.0,226.0,92.0,26.0,11.0,0.0,0.0,37.0,410.0,0.0902,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.3333,,,,,,,,,,,
10000344,a9f9739b,Stadtwerke Schwarzenberg GmbH,Stadtwerke Schwarzenberg GmbH,146.0,0.0,0.0,136.0,8.0,2.0,0.0,146.0,146.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,10.0,0.0,64.0,6.0,73.0,5.0,0.0,0.0,78.0,80.0,0.975,,,,,,,,,,,,,,,,,,,,,,,
10000346,cc40cde1,Stadtwerke Mühlacker GmbH,Stadtwerke Mühlacker GmbH,200.0,0.0,2.0,200.0,0.0,0.0,0.0,200.0,202.0,0.9901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000349,29d95bc2,Stadtwerke Schwäbisch Hall GmbH,Stadtwerke Schwäbisch Hall GmbH,370.0,0.0,0.0,296.0,74.0,0.0,0.0,370.0,370.0,1.0,8.0,2.0,0.0,1.0,9.0,0.0,0.0,10.0,10.0,1.0,,,,,,,,,,,604.0,0.0,188.0,126.0,918.0,0.0,0.0,0.0,918.0,918.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000351,7560a66b,Stadtwerke Troisdorf GmbH,Stadtwerke Troisdorf GmbH,806.0,0.0,0.0,100.0,706.0,0.0,0.0,806.0,806.0,1.0,,,,,,,,,,,,,,,,,,,,,81.0,0.0,350.0,144.0,156.0,92.0,0.0,0.0,248.0,575.0,0.4313,,,,,,,,,,,,,,,,,,,,,,,
10000357,d24c7750,Gemeindewerke Großkrotzenburg GmbH,Gemeindewerke Großkrotzenburg GmbH,63.0,0.0,1.0,54.0,8.0,2.0,0.0,64.0,64.0,1.0,,,,,,,,,,,,,,,,,,,,,21.0,6.0,19.0,8.0,49.0,1.0,3.0,1.0,54.0,54.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000359,811ecbd1,Hellenstein-Energie-Logistik GmbH,Hellenstein-Energie-Logistik GmbH,601.0,0.0,0.0,601.0,0.0,0.0,0.0,601.0,601.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,75.0,0.0,247.0,54.0,376.0,0.0,0.0,0.0,376.0,376.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000360,54968043,Feuchter Gemeindewerke GmbH,Feuchter Gemeindewerke GmbH (FGW),222.0,,,22.0,22.0,173.0,5.0,222.0,222.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,114.0,14.0,15.0,15.0,115.0,2.0,147.0,147.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000364,776eadf8,Gemeindewerke Glattbach,Gemeinde Glattbach,78.0,0.0,0.0,0.0,78.0,0.0,,78.0,78.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,30.0,8.0,,41.0,,,41.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000367,a7ac980c,Gemeindewerke Kahl Versorgungsgesellschaft mbH,Gemeindewerke Kahl Versorgungsgesellschaft mbH,96.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,96.0,1.0,,,,,,,,,,,,,,,,,,,,,15.0,,30.0,15.0,48.0,11.0,1.0,0.0,60.0,60.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000368,d8e61c68,Stadtwerke Ingolstadt Netze GmbH,Stadtwerke Ingolstadt Netze GmbH,806.0,0.0,0.0,390.0,278.0,138.0,0.0,806.0,806.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,226.0,0.0,349.0,130.0,300.0,375.0,30.0,0.0,705.0,705.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000373,7566b909,Energieversorgung Alzenau GmbH,Energieversorgung Alzenau GmbH,278.0,0.0,0.0,32.0,139.0,91.0,2.0,264.0,278.0,0.9496,,,,,,,,,,,,,,,,,,,,,46.0,18.0,209.0,39.0,37.0,66.0,37.0,1.0,141.0,312.0,0.4519,,,,,,,,,,,,,,,,,,,,,,,
10000386,a1d6549b,Stadtwerke Bietigheim-Bissingen GmbH,Stadtwerke Bietigheim-Bissingen GmbH,180.0,0.0,0.0,148.0,32.0,0.0,0.0,180.0,180.0,1.0,,,,,,,,,,,,,,,,,,,,,32.0,1.0,142.0,16.0,105.0,65.0,18.0,3.0,191.0,191.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000388,5b31dcd3,Stadtwerke Südholstein GmbH,Stadtwerke Südholstein GmbH,902.0,0.0,0.0,400.0,480.0,0.0,0.0,880.0,902.0,0.9756,,,,,,,,,,,,,,,,,,,,,124.0,3.0,488.0,117.0,583.0,146.0,0.0,0.0,729.0,732.0,0.9959,,,,,,,,,,,,,,,,,,,,,,,
10000391,a3bdd3ac,Stadtwerke Marburg GmbH,Stadtwerke Marburg GmbH,612.0,0.0,0.0,,612.0,,,612.0,612.0,1.0,3.0,0.0,0.0,,,3.0,,3.0,3.0,1.0,,,,,,,,,,,60.0,0.0,0.0,103.0,,103.0,,,103.0,163.0,0.6319,,,,,,,,,,,,,,,,,,,,,,,
10000393,99bc464a,Stadtwerke Pappenheim GmbH,Stadtwerke Pappenheim GmbH,100.0,0.0,0.0,20.0,60.0,10.0,10.0,100.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,5.0,20.0,5.0,30.0,8.0,1.0,1.0,40.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000398,b09e5799,Herzo Werke GmbH,Herzo Werke GmbH,369.0,0.0,0.0,178.0,75.0,0.0,0.0,253.0,369.0,0.6856,,,,,,,,,,,,,,,,,,,,,49.0,0.0,202.0,18.0,49.0,0.0,0.0,0.0,49.0,269.0,0.1822,,,,,,,,,,,,,,,,,,,,,,,
10000404,67e739bf,Gemeindewerke Stockstadt,Markt Stockstadt - Gemeindewerke -,64.0,0.0,0.0,,64.0,,,64.0,64.0,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,60.0,5.0,35.0,33.0,0.0,0.0,68.0,68.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000406,0727cb3e,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,170.0,0.0,0.0,34.0,134.0,2.0,0.0,170.0,170.0,1.0,,,,,,,,,,,,,,,,,,,,,27.0,5.0,184.0,3.0,5.0,22.0,3.0,0.0,30.0,219.0,0.137,,,,,,,,,,,,,,,,,,,,,,,
10000407,5c2f950e,MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH,MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,47.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,57.0,57.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000408,1d6c256e,Stadtwerke Strausberg GmbH,Stadtwerke Strausberg GmbH,116.0,0.0,0.0,116.0,0.0,0.0,0.0,116.0,116.0,1.0,,,,,,,,,,,,,,,,,,,,,18.0,0.0,87.0,6.0,111.0,0.0,0.0,0.0,111.0,111.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000410,0eed9d9c,Stadtwerke Amberg Versorgungs GmbH,Stadtwerke Amberg Versorgungs GmbH,342.0,0.0,0.0,8.0,190.0,22.0,0.0,220.0,342.0,0.6433,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,,,,,,,,,,,52.0,1.0,238.0,30.0,6.0,180.0,0.0,0.0,186.0,321.0,0.5794,,,,,,,,,,,,,,,,,,,,,,,
10000414,a0c183cc,Albwerk GmbH & Co. KG,Albwerk GmbH & Co. KG,9188.0,1.0,6346.0,1400.0,40.0,40.0,0.0,1480.0,15535.0,0.0953,205.0,47.0,38.0,10.0,10.0,10.0,40.0,70.0,290.0,0.2414,,,,,,,,,,,174.0,0.0,3160.0,193.0,211.0,0.0,0.0,0.0,211.0,3527.0,0.0598,,,,,,,,,,,,,,,,,,,,,,,
10000415,03f94845,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,139.0,18.0,5.0,20.0,2.0,0.0,27.0,184.0,0.1467,,,,,,,,,,,,,,,,,,,,,,,
10000417,a16d514a,Stadtwerke Pfarrkirchen,Stadtwerke Pfarrkirchen,170.0,0.0,0.0,20.0,130.0,20.0,0.0,170.0,170.0,1.0,,,,,,,,,,,,,,,,,,,,,81.0,0.0,87.0,15.0,183.0,0.0,0.0,0.0,183.0,183.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000421,777c1439,Stadtwerke Gunzenhausen GmbH,Stadtwerke Gunzenhausen GmbH,160.0,0.0,0.0,8.0,148.0,4.0,0.0,160.0,160.0,1.0,,,,,,,,,,,,,,,,,,,,,31.0,0.0,65.0,10.0,46.0,30.0,30.0,0.0,106.0,106.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000424,682e188e,Gemeindewerke Enkenbach-Alsenborn,Gemeindewerke Enkenbach-Alsenborn - Elektrizitätswerk,133.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,133.0,0.9323,,,,,,,,,,,,,,,,,,,,,19.0,0.0,81.0,3.0,2.0,20.0,0.0,0.0,22.0,103.0,0.2136,,,,,,,,,,,,,,,,,,,,,,,
10000425,ea46bcc0,Gemeindewerke Halstenbek,Gemeindewerke Halstenbek,740.0,0.0,0.0,15.0,35.0,30.0,5.0,85.0,740.0,0.1149,,,,,,,,,,,,,,,,,,,,,204.0,0.0,311.0,220.0,20.0,20.0,20.0,5.0,65.0,735.0,0.0884,,,,,,,,,,,,,,,,,,,,,,,
10000430,57c4fb46,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,446.0,0.0,0.0,193.0,253.0,0.0,0.0,446.0,446.0,1.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,7.0,0.5714,,,,,,,,,,,24.0,126.0,206.0,43.0,155.0,265.0,16.0,0.0,436.0,399.0,1.0927,,,,,,,,,,,,,,,,,,,,,,,
10000431,e4054b2f,Stadtwerke Sindelfingen GmbH,Stadtwerke Sindelfingen GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000434,6e00ef90,Stadtwerke Tübingen GmbH,Stadtwerke Tübingen GmbH,1364.0,0.0,0.0,338.0,762.0,256.0,8.0,1364.0,1364.0,1.0,15.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,15.0,1.0,,,,,,,,,,,172.0,17.0,619.0,167.0,68.0,269.0,269.0,68.0,674.0,975.0,0.6913,,,,,,,,,,,,,,,,,,,,,,,
10000440,7b55e3a0,Stadtwerke Dettelbach,Stadtwerke Dettelbach,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25.0,3.0,0.0,21.0,0.0,0.0,21.0,28.0,0.75,,,,,,,,,,,,,,,,,,,,,,,
10000441,2c6aa300,Stadtwerke Neuffen AG,Stadtwerke Neuffen AG,87.0,0.0,0.0,30.0,30.0,27.0,0.0,87.0,87.0,1.0,,,,,,,,,,,,,,,,,,,,,21.0,0.0,97.0,24.0,50.0,50.0,42.0,0.0,142.0,142.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000443,03fa100f,Stadtwerke Ochtrup,Stadtwerke Ochtrup,222.0,0.0,0.0,218.0,4.0,0.0,0.0,222.0,222.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,1.0,,,,,,,,,,,67.0,0.0,238.0,40.0,345.0,0.0,0.0,0.0,345.0,345.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10000446,06f0f9e5,Stadtwerke Wilster,Stadtwerke Wilster,45.0,0.0,0.0,8.0,34.0,1.0,0.0,43.0,45.0,0.9556,,,,,,,,,,,,,,,,,,,,,4.0,0.0,45.0,9.0,8.0,34.0,1.0,0.0,43.0,58.0,0.7414,,,,,,,,,,,,,,,,,,,,,,,
10000448,376119e8,Stadtwerke Witten GmbH,Stadtwerke Witten GmbH,584.0,,,253.0,149.0,30.0,,432.0,584.0,0.7397,,,,,,,,,,,,,,,,,,,,,99.0,37.0,323.0,72.0,320.0,,,,320.0,531.0,0.6026,,,,,,,,,,,,,,,,,,,,,,,
10000454,fb0bad75,Städtische Werke Spremberg (Lausitz) GmbH,Städtische Werke Spremberg (Lausitz) GmbH,142.0,0.0,0.0,45.0,80.0,17.0,,142.0,142.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0,0.0,77.0,37.0,74.0,13.0,0.0,0.0,87.0,121.0,0.719,,,,,,,,,,,,,,,,,,,,,,,
10000456,73cfa09a,Stadtwerke Bad Brückenau GmbH,Stadtwerke Bad Brückenau GmbH,57.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,57.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,32.0,12.0,1.0,0.0,0.0,0.0,1.0,50.0,0.02,,,,,,,,,,,,,,,,,,,,,,,
10000458,9a2be864,Stadtwerke Erkrath GmbH,Stadtwerke Erkrath GmbH,164.0,0.0,0.0,150.0,10.0,4.0,0.0,164.0,164.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,,,,,,,,,,,56.0,5.0,130.0,32.0,180.0,30.0,13.0,0.0,223.0,223.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000460,c128e3c2,Stadtwerk Tauberfranken GmbH,Stadtwerk Tauberfranken GmbH,358.0,0.0,0.0,15.0,185.0,135.0,5.0,340.0,358.0,0.9497,17.0,1.0,0.0,0.0,1.0,8.0,5.0,14.0,18.0,0.7778,,,,,,,,,,,33.0,0.0,237.0,24.0,50.0,200.0,10.0,0.0,260.0,294.0,0.8844,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,
10000462,472b1931,Stadtwerke Schwäbisch Gmünd GmbH,Stadtwerke Schwäbisch Gmünd GmbH,3850.0,0.0,0.0,314.0,904.0,611.0,61.0,1890.0,3850.0,0.4909,40.0,0.0,0.0,1.0,1.0,5.0,0.0,7.0,40.0,0.175,,,,,,,,,,,95.0,27.0,0.0,53.0,25.0,80.0,60.0,5.0,170.0,175.0,0.9714,,,,,,,,,,,,,,,,,,,,,,,
10000464,7f51315f,Stadtwerke Wedel GmbH,Stadtwerke Wedel GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000468,c187e17e,EMB Energieversorgung Miltenberg-Bürgstadt GmbH & Co. KG,EMB Energieversorgung Miltenberg- Bürgstadt GmbH & Co. KG,214.0,0.0,0.0,15.0,179.0,20.0,0.0,214.0,214.0,1.0,,,,,,,,,,,,,,,,,,,,,24.0,0.0,125.0,40.0,100.0,70.0,15.0,0.0,185.0,189.0,0.9788,,,,,,,,,,,,,,,,,,,,,,,
10000469,1cb3deaa,Stadtwerke Weinheim GmbH,Stadtwerke Weinheim GmbH,508.0,0.0,0.0,0.0,450.0,58.0,0.0,508.0,508.0,1.0,,,,,,,,,,,,,,,,,,,,,566.0,43.0,705.0,513.0,1000.0,800.0,27.0,0.0,1827.0,1827.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,7.0,1.0,,,,,,,,,,,
10000474,1c5074de,Stadtwerke Vilsbiburg,Stadtwerke Vilsbiburg,129.0,0.0,0.0,123.0,6.0,0.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,26.0,0.0,40.0,12.0,72.0,4.0,2.0,0.0,78.0,78.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000475,9ae2ad6a,Weißachtal-Kraftwerke eG,Weißachtal-Kraftwerke eG,117.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,117.0,0.2564,,,,,,,,,,,,,,,,,,,,,9.0,2.0,84.0,4.0,0.0,76.0,0.0,0.0,76.0,99.0,0.7677,,,,,,,,,,,,,,,,,,,,,,,
10000477,57dbce88,Stadtwerke Völklingen Netz GmbH,Stadtwerke Völklingen Netz GmbH,171.0,0.0,0.0,31.0,84.0,49.0,7.0,171.0,171.0,1.0,,,,,,,,,,,,,,,,,,,,,39.0,0.0,51.0,41.0,14.0,87.0,19.0,11.0,131.0,131.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000479,487081d2,Elektrizitätsgenossenschaft Rettenberg eG,Elektrizitäts-Genossenschaft Rettenberg eG,77.0,,,18.0,59.0,0.0,,77.0,77.0,1.0,,,,,,,,,,,,,,,,,,,,,20.0,22.0,0.0,16.0,12.0,43.0,3.0,0.0,58.0,58.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000480,260a2eff,eneREGIO GmbH,eneREGIO GmbH,191.0,0.0,0.0,179.0,3.0,9.0,0.0,191.0,191.0,1.0,,,,,,,,,,,,,,,,,,,,,51.0,0.0,132.0,46.0,160.0,18.0,3.0,0.0,181.0,229.0,0.7904,,,,,,,,,,,,,,,,,,,,,,,
10000481,cc08ecb1,Stadtwerke Waldmünchen,Stadtwerke Waldmünchen Anstalt des öffentlichen Rechtes,63.0,,,,63.0,,,63.0,63.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,41.0,,,43.0,,,43.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
