bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064
10001252,ffbdc6a7,Stadtwerke Werdau GmbH,Stadtwerke Werdau GmbH,244.0,0.0,0.0,147.0,82.0,0.0,0.0,229.0,244.0,0.9385,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.6667,,,,,,,,,,,14.0,59.0,80.0,11.0,0.0,84.0,0.0,0.0,84.0,164.0,0.5122,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.25,,,,,,,,,,,
10001254,74326e4e,Stadtwerke Ulm/Neu-Ulm Netze GmbH,Stadtwerke Ulm/Neu-Ulm Netze GmbH,2344.0,0.0,8.0,0.0,1000.0,1000.0,400.0,2400.0,2352.0,1.0204,,,,,,,,,,,,,,,,,,,,,403.0,,1891.0,348.0,10.0,800.0,1200.0,390.0,2400.0,2642.0,0.9084,,,,,,,,,,,,,,,,,,,,,,,
10001258,ad952b79,Stadtwerke Zirndorf GmbH,Stadtwerke Zirndorf GmbH,404.0,0.0,0.0,404.0,0.0,0.0,0.0,404.0,404.0,1.0,,,,,,,,,,,,,,,,,,,,,362.0,0.0,230.0,114.0,0.0,19.0,0.0,0.0,19.0,706.0,0.0269,,,,,,,,,,,,,,,,,,,,,,,
10001261,075eb384,Stadtwerke Clausthal-Zellerfeld GmbH,Stadtwerke Clausthal-Zellerfeld GmbH,148.0,0.0,0.0,26.0,26.0,0.0,0.0,52.0,148.0,0.3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001265,dcdc388a,"TauberEnergie Kuhn, Karl und Andreas Kuhn OHG","TauberEnergie Kuhn, Karl und Andreas Kuhn OHG",41.0,,,,41.0,,,41.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001268,10b3c372,Energieversorgung Sylt GmbH,Energieversorgung Sylt GmbH,54.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,54.0,1.0,,,,,,,,,,,,,,,,,,,,,47.0,0.0,0.0,104.0,0.0,151.0,0.0,0.0,151.0,151.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001273,b04a31fe,Elektrizitätsversorgungsunternehmen (EVU) der Gemeinde Gochsheim,EVU der Gemeinde Gochsheim,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001277,604c4bd0,Elektrizitätsgenossenschaft Wolkersdorf und Umgebung e.G.,Elektrizitätsgenossenschaft Wolkersdorf und Umgebung eG,39.0,0.0,0.0,39.0,0.0,0.0,0.0,39.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,32.0,16.0,50.0,2.0,0.0,0.0,52.0,52.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001278,57e46ba3,Stadtwerke Nettetal GmbH,Stadtwerke Nettetal GmbH,685.0,0.0,0.0,685.0,0.0,0.0,0.0,685.0,685.0,1.0,,,,,,,,,,,,,,,,,,,,,84.0,309.0,,0.0,393.0,0.0,0.0,0.0,393.0,393.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001282,90b0a462,Stadtwerke Treuchtlingen KU,Stadtwerke Treuchtlingen KU,93.0,1.0,2.0,96.0,0.0,0.0,0.0,96.0,96.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,7.0,9.0,9.0,1.0,,,,,,,,,,,13.0,0.0,69.0,4.0,86.0,0.0,0.0,0.0,86.0,86.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001285,c0ab2a2d,SWT Stadtwerke Trier Versorgungs-GmbH,SWT Stadtwerke Trier Versorgungs-GmbH,919.0,0.0,1.0,130.0,503.0,295.0,0.0,928.0,920.0,1.0087,20.0,2.0,0.0,0.0,4.0,8.0,0.0,12.0,22.0,0.5455,,,,,,,,,,,133.0,0.0,300.0,323.0,6.0,50.0,24.0,0.0,80.0,756.0,0.1058,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.3333,,,,,,,,,,,
10001287,96ffa483,Freitaler Stadtwerke GmbH,Freitaler Stadtwerke GmbH,457.0,0.0,0.0,229.0,228.0,0.0,0.0,457.0,457.0,1.0,,,,,,,,,,,,,,,,,,,,,27.0,2.0,233.0,61.0,162.0,161.0,0.0,0.0,323.0,323.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001294,f5982221,NRM Netzdienste Rhein-Main GmbH,NRM Netzdienste Rhein-Main GmbH,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,,949.0,,,70.0,23.0,55.0,522.0,0.0,600.0,1019.0,0.5888,,22.0,23.0,,,0.0,0.0,0.0,45.0,45.0,45.0,1.0,,,,,,,,,,,
10001307,19eeb62b,Stadtwerke Haiger,Stadtwerke Haiger,22.0,0.0,0.0,10.0,12.0,0.0,0.0,22.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,,,,,,,,,,,9.0,0.0,3.0,8.0,2.0,2.0,0.0,0.0,4.0,20.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10001311,d6a90b6b,enwag energie- und wassergesellschaft mbh,Energie- und Wassergesellschaft mbh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,10.0,22.0,91.0,98.0,43.0,13.0,0.0,154.0,166.0,0.9277,,,,,,,,,,,,,,,,,,,,,,,
10001313,a9ce4420,Elektrizitätswerk Unterwössen Döllerer & Greimel Netz GmbH & Co. KG,Elektrizitätswerk Unterwössen Döllerer&Greimel Netz GmbH&Co.KG,26.0,,,0.0,26.0,0.0,0.0,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,24.0,5.0,,37.0,0.0,0.0,37.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001320,7ac56035,Stadtwerke Neustrelitz GmbH,Stadtwerke Neustrelitz GmbH,137.0,0.0,0.0,84.0,22.0,9.0,0.0,115.0,137.0,0.8394,5.0,,,5.0,0.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,24.0,4.0,94.0,15.0,1.0,10.0,2.0,,13.0,137.0,0.0949,,,,,,,,,,,,,,,,,,,,,,,
10001322,7506edfa,LSW Netz GmbH & Co. KG,LSW Netz GmbH & Co. KG,4800.0,0.0,0.0,1320.0,3360.0,120.0,0.0,4800.0,4800.0,1.0,46.0,2.0,1.0,0.0,0.0,49.0,0.0,49.0,49.0,1.0,20.0,7.0,0.0,0.0,0.0,18.0,9.0,27.0,27.0,1.0,700.0,500.0,2348.0,882.0,1329.0,3101.0,0.0,0.0,4430.0,4430.0,1.0,2.0,5.0,5.0,3.0,2.0,0.0,0.0,17.0,0.0,17.0,17.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,7.0,22.0,22.0,1.0
10001325,52167be7,Stadtwerke Rhede GmbH,Stadtwerke Rhede GmbH,321.0,1.0,0.0,0.0,150.0,172.0,0.0,322.0,322.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,,,,,,,,,,,497.0,0.0,153.0,108.0,0.0,208.0,0.0,0.0,208.0,758.0,0.2744,,,,,,,,,,,,,,,,,,,,,,,
10001330,aad6d963,Stadtwerke Bad Pyrmont GmbH,Stadtwerke Bad Pyrmont GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001335,92240fb8,Städtische Betriebswerke Luckenwalde GmbH,Städtische Betriebswerke Luckenwalde GmbH,230.0,0.0,0.0,230.0,0.0,0.0,0.0,230.0,230.0,1.0,,,,,,,,,,,,,,,,,,,,,15.0,109.0,106.0,22.0,174.0,65.0,0.0,0.0,239.0,252.0,0.9484,,,,,,,,,,,,,,,,,,,,,,,
10001337,2e1e8daf,Energie- und Bäderbetrieb -Elektrizitätswerk der Gemeinde Hauenstein-,Energie- und Bäderbetrieb Hauenstein,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,31.0,0.0,36.0,0.0,0.0,0.0,36.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001338,fa58951c,Stadtwerke Kempen GmbH,Stadtwerke Kempen GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001344,a7d65580,Stadtwerke Villingen-Schwenningen GmbH,Stadtwerke Villingen-Schwenningen GmbH,763.0,0.0,1.0,456.0,179.0,126.0,0.0,761.0,764.0,0.9961,37.0,0.0,2.0,0.0,0.0,39.0,0.0,39.0,39.0,1.0,,,,,,,,,,,75.0,0.0,436.0,58.0,569.0,0.0,0.0,0.0,569.0,569.0,1.0,,5.0,0.0,5.0,0.0,0.0,6.0,4.0,0.0,10.0,10.0,1.0,,,,,,,,,,,
10001346,e43ca84b,Stadtwerke Waldshut-Tiengen GmbH,Stadtwerke Waldshut-Tiengen GmbH,350.0,0.0,0.0,150.0,180.0,20.0,0.0,350.0,350.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,,,,,,,,,,,57.0,6.0,,56.0,80.0,33.0,0.0,0.0,113.0,119.0,0.9496,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10001350,13711914,Albstadtwerke GmbH,Albstadtwerke GmbH,404.0,0.0,1.0,300.0,50.0,40.0,14.0,404.0,405.0,0.9975,37.0,0.0,0.0,0.0,5.0,25.0,7.0,37.0,37.0,1.0,,,,,,,,,,,91.0,10.0,30.0,43.0,20.0,60.0,5.0,0.0,85.0,174.0,0.4885,0.0,3.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,4.0,9.0,0.4444,,,,,,,,,,,
10001355,7cf149a1,Stromversorgung Seebruck eG,Stromversorgung Seebruck eG,33.0,0.0,0.0,2.0,20.0,10.0,1.0,33.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,16.0,3.0,2.0,22.0,3.0,,27.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001358,dd040d6e,Stadtwerke Parchim GmbH,Stadtwerke Parchim GmbH,212.0,0.0,0.0,212.0,0.0,0.0,0.0,212.0,212.0,1.0,,,,,,,,,,,,,,,,,,,,,15.0,80.0,55.0,20.0,50.0,100.0,20.0,0.0,170.0,170.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001360,5de727a5,Stadtwerke Mössingen,Stadtwerke Mössingen,184.0,0.0,184.0,58.0,102.0,24.0,0.0,184.0,368.0,0.5,,,,,,,,,,,,,,,,,,,,,24.0,0.0,168.0,25.0,75.0,142.0,,,217.0,217.0,1.0,,8.0,,,,,,8.0,,8.0,8.0,1.0,,,,,,,,,,,
10001361,67030df3,Stadtwerke Heilbad Heiligenstadt GmbH,Stadtwerke Heilbad Heiligenstadt GmbH,91.0,0.0,0.0,20.0,61.0,10.0,0.0,91.0,91.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,,,,,,,,,,,13.0,94.0,69.0,2.0,20.0,76.0,0.0,0.0,96.0,178.0,0.5393,,,,,,,,,,,,,,,,,,,,,,,
10001364,34cf2116,Stadtwerke Bogen GmbH,Stadtwerke Bogen GmbH,77.0,0.0,0.0,77.0,0.0,0.0,0.0,77.0,77.0,1.0,,,,,,,,,,,,,,,,,,,,,9.0,0.0,37.0,7.0,53.0,0.0,0.0,0.0,53.0,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001365,4240213a,Stadtwerke Aalen GmbH,Stadtwerke Aalen GmbH,542.0,0.0,0.0,0.0,111.0,360.0,0.0,471.0,542.0,0.869,17.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,18.0,0.2778,,,,,,,,,,,30.0,11.0,379.0,75.0,0.0,262.0,0.0,0.0,262.0,495.0,0.5293,,,,,,,,,,,,,,,,,,,,,,,
10001366,695c6086,E-Werk Meckenheim/Pfalz c/o Stadtwerke Neustadt an der Weinstraße GmbH,E-Werk Meckenheim/Pfalz,31.0,0.0,0.0,31.0,,,,31.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001369,2301a243,Elektrizitätsgenossenschaft Unterneukirchen eG,Elektrizitätsgenossenschaft Unterneukirchen eG,108.0,0.0,0.0,10.0,90.0,8.0,0.0,108.0,108.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001370,9a885aa7,EGT Energie GmbH,EGT Energie GmbH,523.0,0.0,1.0,360.0,48.0,0.0,0.0,408.0,524.0,0.7786,34.0,4.0,0.0,16.0,20.0,0.0,0.0,36.0,38.0,0.9474,,,,,,,,,,,56.0,45.0,259.0,65.0,400.0,25.0,0.0,0.0,425.0,425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001372,62aafc13,Elektrizitäts-Genossenschaft Schonstett eG,Elektrizitäts-Genossenschaft Schonstett eG,49.0,0.0,3.0,48.0,0.0,0.0,0.0,48.0,52.0,0.9231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001377,17ad771a,Gemeindewerke Niefern-Öschelbronn,Gemeindewerke Niefern-Öschelbronn,97.0,0.0,0.0,97.0,0.0,0.0,0.0,97.0,97.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,0.3333,,,,,,,,,,,0.0,100.0,78.0,6.0,184.0,0.0,0.0,0.0,184.0,184.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001378,3a81ad4e,Gemeindewerke Holzkirchen GmbH,Gemeindewerke Holzkirchen GmbH,36.0,0.0,0.0,0.0,25.0,11.0,0.0,36.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,35.0,0.0,15.0,28.0,10.0,68.0,0.0,0.0,78.0,78.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001386,b14a0f91,Stadtwerke Bad Säckingen GmbH,Stadtwerke Bad Säckingen GmbH,146.0,,,45.0,50.0,51.0,,146.0,146.0,1.0,,,,,,,,,,,,,,,,,,,,,27.0,,122.0,12.0,1.0,0.0,160.0,0.0,161.0,161.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001388,001714e8,Stadtwerke Bad Wörishofen,Stadtwerke Bad Wörishofen,151.0,0.0,0.0,82.0,67.0,2.0,0.0,151.0,151.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,5.0,1.0,,,,,,,,,,,26.0,22.0,85.0,34.0,145.0,22.0,,,167.0,167.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001391,55a1c80a,Stadtwerke Bretten GmbH,Stadtwerke Bretten GmbH,261.0,0.0,0.0,200.0,61.0,0.0,0.0,261.0,261.0,1.0,,,,,,,,,,,,,,,,,,,,,42.0,0.0,200.0,19.0,261.0,0.0,0.0,0.0,261.0,261.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001398,26f76449,Überlandwerk Eppler GmbH,Überlandwerk Eppler GmbH,94.0,0.0,0.0,49.0,45.0,,,94.0,94.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001399,aacf42da,Stadtwerke Trostberg Stromversorgung GmbH,Stadtwerke Trostberg Stromversorgung GmbH,113.0,0.0,0.0,90.0,23.0,0.0,0.0,113.0,113.0,1.0,,,,,,,,,,,,,,,,,,,,,9.0,15.0,30.0,9.0,40.0,13.0,0.0,0.0,53.0,63.0,0.8413,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,
10001400,81b64f7a,Stadtwerke Norderney GmbH,Stadtwerke Norderney GmbH,54.0,0.0,0.0,30.0,4.0,0.0,0.0,34.0,54.0,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001402,5ceaaf95,Gemeindewerke Steinhagen GmbH,Gemeindewerke Steinhagen GmbH,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001404,75389faf,SWR Energie GmbH & Co. KG,SWR Energie GmbH & Co. KG,262.0,0.0,0.0,10.0,10.0,240.0,1.0,261.0,262.0,0.9962,,,,,,,,,,,,,,,,,,,,,28.0,30.0,116.0,1.0,0.0,29.0,1.0,0.0,30.0,175.0,0.1714,,,,,,,,,,,,,,,,,,,,,,,
10001405,7e9e82b4,SVI - Stromversorgung Ismaning GmbH,SVI - Stromversorgung Ismaning GmbH,177.0,0.0,0.0,15.0,135.0,27.0,0.0,177.0,177.0,1.0,,,,,,,,,,,,,,,,,,,,,27.0,0.0,140.0,6.0,30.0,110.0,33.0,0.0,173.0,173.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001406,0ea55cc6,Westenthanner Energieversorgung GmbH,Westenthanner Energieversorgung GmbH,48.0,0.0,0.0,17.0,21.0,10.0,0.0,48.0,48.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,5.0,2.0,8.0,2.0,0.0,0.0,10.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001407,a4e50fde,Elektrizitätswerk Leitlein GmbH & Co. KG,Elektrizitätswerk Leitlein GmbH & Co. KG,12.0,0.0,0.0,2.0,8.0,2.0,0.0,12.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001411,443dd7e2,naturenergie netze GmbH,naturenergie netze GmbH,5980.0,0.0,7.0,3358.0,1113.0,124.0,2.0,4597.0,5987.0,0.7678,322.0,29.0,15.0,16.0,9.0,2.0,0.0,27.0,366.0,0.0738,,,,,,,,,,,1029.0,1443.0,4807.0,1230.0,3184.0,1114.0,132.0,5.0,4435.0,8509.0,0.5212,0.0,32.0,5.0,53.0,2.0,2.0,1.0,0.0,0.0,3.0,92.0,0.0326,,,,,,,,,,,
10001412,ad8a7b33,Stadtwerke Bad Tölz GmbH,Stadtwerke Bad Tölz GmbH,122.0,0.0,0.0,1.0,102.0,18.0,1.0,122.0,122.0,1.0,,,,,,,,,,,,,,,,,,,,,15.0,30.0,0.0,100.0,95.0,45.0,5.0,0.0,145.0,145.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,6.0,1.0,,,,,,,,,,,
10001419,6a9bc369,Stadtwerke Wittenberge GmbH,Stadtwerke Wittenberge GmbH,112.0,0.0,0.0,67.0,41.0,4.0,0.0,112.0,112.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,53.0,13.0,43.0,21.0,7.0,1.0,72.0,72.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001422,0a46a247,SEW Stromversorgungs-GmbH,SEW Stromversorgungs GmbH,404.0,0.0,0.0,61.0,323.0,20.0,0.0,404.0,404.0,1.0,13.0,0.0,0.0,1.0,9.0,3.0,0.0,13.0,13.0,1.0,,,,,,,,,,,70.0,168.0,375.0,39.0,133.0,480.0,38.0,0.0,651.0,652.0,0.9985,,,,,,,,,,,,,,,,,,,,,,,
10001423,4d1a33ad,Stadtwerke Iserlohn GmbH,Stadtwerke Iserlohn GmbH,632.0,0.0,0.0,186.0,254.0,91.0,0.0,531.0,632.0,0.8402,16.0,0.0,0.0,0.0,10.0,6.0,0.0,16.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,85.0,0.0,0.0,76.0,40.0,120.0,1.0,0.0,161.0,161.0,1.0,0.0,26.0,0.0,0.0,0.0,5.0,10.0,11.0,0.0,26.0,26.0,1.0,,,,,,,,,,,
10001427,e7eac665,Stadtwerke Schwentinental GmbH,Stadtwerke Schwentinental GmbH,202.0,0.0,0.0,100.0,80.0,22.0,0.0,202.0,202.0,1.0,,,,,,,,,,,,,,,,,,,,,30.0,0.0,0.0,40.0,0.0,65.0,5.0,0.0,70.0,70.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001429,03949506,ENRW Energieversorgung Rottweil GmbH & Co. KG,ENRW Energieversorgung Rottweil GmbH & Co. KG,489.0,1.0,0.0,20.0,380.0,69.0,20.0,489.0,490.0,0.998,12.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,12.0,1.0,,,,,,,,,,,180.0,0.0,386.0,100.0,100.0,250.0,250.0,66.0,666.0,666.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001432,a28b0044,wesernetz Bremerhaven GmbH,wesernetz Bremerhaven GmbH,419.0,0.0,0.0,372.0,35.0,13.0,0.0,420.0,419.0,1.0024,,,,,,,,,,,,,,,,,,,,,61.0,6.0,32.0,42.0,141.0,0.0,0.0,0.0,141.0,141.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001436,cce534df,Gemeindewerke Dudenhofen,Gemeindewerke Dudenhofen,459.0,0.0,6.0,465.0,0.0,0.0,0.0,465.0,465.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,2.0,95.0,10.0,126.0,0.0,0.0,0.0,126.0,126.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001438,d8c29a4f,Stadtwerke Neu-Isenburg GmbH,Stadtwerke Neu-Isenburg GmbH,72.0,0.0,0.0,0.0,48.0,24.0,0.0,72.0,72.0,1.0,,,,,,,,,,,,,,,,,,,,,13.0,0.0,88.0,7.0,0.0,88.0,20.0,0.0,108.0,108.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001441,ba0e5a4a,Stadtwerke Neustadt an der Weinstraße GmbH,Stadtwerke Neustadt an der Weinstraße GmbH,520.0,0.0,0.0,0.0,520.0,0.0,0.0,520.0,520.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,,,,,,,,,,,43.0,18.0,63.0,41.0,0.0,82.0,0.0,0.0,82.0,165.0,0.497,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,,,,,,,,,,,
10001443,581de4f5,Stadtwerke Neuwied GmbH,Stadtwerke Neuwied GmbH,620.0,0.0,1.0,500.0,100.0,2.0,0.0,602.0,621.0,0.9694,5.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,5.0,1.0,,,,,,,,,,,70.0,117.0,55.0,50.0,232.0,65.0,0.0,0.0,297.0,292.0,1.0171,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,0.5,,,,,,,,,,,
10001445,bfc951ee,Stadtwerke OELSNITZ/V. GmbH,Stadtwerke Oelsnitz/V. GmbH,76.0,0.0,0.0,39.0,23.0,9.0,0.0,71.0,76.0,0.9342,5.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,1.0,,,,,,,,,,,9.0,12.0,44.0,7.0,20.0,40.0,10.0,0.0,70.0,72.0,0.9722,,,,,,,,,,,,,,,,,,,,,,,
10001454,a8036e88,Freisinger Stadtwerke Versorgungs-GmbH,Freisinger Stadtwerke Versorgungs-GmbH,276.0,0.0,0.0,150.0,70.0,50.0,6.0,276.0,276.0,1.0,,,,,,,,,,,,,,,,,,,,,98.0,0.0,177.0,48.0,242.0,61.0,20.0,0.0,323.0,323.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001457,877a64f7,GEW Wilhelmshaven GmbH,GEW Wilhelmshaven GmbH,243.0,0.0,0.0,0.0,243.0,0.0,0.0,243.0,243.0,1.0,,,,,,,,,,,,,,,,,,,,,57.0,3.0,6.0,32.0,0.0,98.0,0.0,0.0,98.0,98.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001459,8e556807,Gemeindewerke Oberaudorf Strom- und Wasserversorgung,Gemeindewerke Oberaudorf,68.0,0.0,0.0,68.0,,,,68.0,68.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6.0,10.0,20.0,,,,20.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001460,6ad5ca23,Stadtwerke Borken/Westf. GmbH,Stadtwerke Borken/Westf. GmbH,519.0,0.0,0.0,411.0,0.0,97.0,0.0,508.0,519.0,0.9788,20.0,0.0,0.0,1.0,0.0,19.0,0.0,20.0,20.0,1.0,,,,,,,,,,,171.0,107.0,206.0,100.0,47.0,105.0,415.0,17.0,584.0,584.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001462,09bf67a1,"GSW Gemeinschaftsstadtwerke GmbH Kamen, Bönen, Bergkamen","GSW Gemeinschaftsstadtwerke GmbH Kamen, Bönen, Bergkamen",1700.0,0.0,0.0,20.0,830.0,850.0,0.0,1700.0,1700.0,1.0,14.0,1.0,0.0,0.0,3.0,12.0,0.0,15.0,15.0,1.0,,,,,,,,,,,130.0,0.0,820.0,230.0,0.0,400.0,780.0,0.0,1180.0,1180.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10001465,0f7d15b3,STADTWERKE UNNA GMBH,Stadtwerke Unna GmbH,424.0,0.0,0.0,424.0,0.0,0.0,0.0,424.0,424.0,1.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,19.0,1.0,,,,,,,,,,,51.0,2.0,234.0,66.0,285.0,0.0,0.0,0.0,285.0,353.0,0.8074,0.0,12.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,14.0,0.3571,,,,,,,,,,,
10001468,3d05e928,Netze Calw GmbH,Netze Calw GmbH,184.0,0.0,6.0,187.0,0.0,1.0,0.0,188.0,190.0,0.9895,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001469,2707763f,Stadtwerke Windsbach,Stadtwerke Windsbach,35.0,0.0,0.0,10.0,15.0,10.0,0.0,35.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,9.0,0.0,26.0,0.0,15.0,20.0,0.0,0.0,35.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001470,bc80729b,SWW Wunsiedel GmbH,SWW Wunsiedel GmbH,315.0,0.0,0.0,10.0,300.0,5.0,,315.0,315.0,1.0,,,,,,,,,,,,,,,,,,,,,27.0,2.0,160.0,23.0,200.0,12.0,0.0,0.0,212.0,212.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001471,73527997,SÜC Energie und H2O GmbH,SÜC Energie und H²O GmbH,912.0,1.0,1.0,669.0,0.0,0.0,0.0,669.0,914.0,0.7319,25.0,3.0,0.0,0.0,0.0,15.0,0.0,15.0,28.0,0.5357,,,,,,,,,,,66.0,0.0,858.0,57.0,873.0,108.0,0.0,0.0,981.0,981.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
